Image_Name,Camera_Manufacturer,ISO,Shutter_Speed,Input_PSNR,Lamba_PSNR,GT_PSNR,Input_SSIM,Lamba_SSIM,GT_SSIM,ImageGT_tf,GT_Exposure_Ratio
_AJN8398.NEF,NIKON,1250,6.0,20.124543866602185,7.522916924769686,18.99909923478036,0.7073002778406811,0.1959498441586801,0.679139930962784,False,2.5
_AJN8399.NEF,NIKON,1250,4.0,19.85364329968501,7.748729732629027,18.79345016106932,0.6833243846375531,0.1798039594984376,0.6731954463083425,False,3.75
_AJN8400.NEF,NIKON,1250,3.0,19.729985036538874,8.041073213537826,18.96893146863768,0.6539562493878456,0.1879221858039236,0.6889792003810545,False,5.0
_AJN8401.NEF,NIKON,1250,2.0,19.631864510983444,8.455814574858307,18.86197085136198,0.6273098659849871,0.2059283287813321,0.6664010953122441,False,7.5
_AJN8402.NEF,NIKON,1250,1.5,19.491626121903938,8.979559498785626,19.033723036411686,0.56054965749531,0.3483969739582224,0.703626151977231,False,10.0
_AJN8403.NEF,NIKON,1250,1.0,19.49851317676263,9.57595528358452,18.872398442644737,0.5195101771325658,0.4024707873147949,0.6887557456824468,False,15.0
_AJN8404.NEF,NIKON,1250,0.6666666667,19.48093848284104,10.299767135269873,18.634634700159346,0.4781077742770496,0.3216128025900484,0.626764165955773,False,22.499999998875
_AJN8405.NEF,NIKON,1250,0.5,19.401020816222736,10.94297495753,18.75976857694153,0.4215844537276784,0.4608669874728736,0.6045602888384153,False,30.0
_AJN8406.NEF,NIKON,1250,0.3333333333,19.268310779746937,11.528339951200053,18.21753523556128,0.374989019895958,0.4372337762777958,0.5572993041897267,False,45.0000000045
_AJN8407.NEF,NIKON,1250,0.25,18.930849453215583,12.03548096051831,18.00488044891409,0.3264988492143333,0.4334901725763564,0.5232539349296144,False,60.0
_AJN8408.NEF,NIKON,1250,0.1666666667,18.41640360391353,13.882420209787846,18.891129687677044,0.2810676037312781,0.6854475685063462,0.6854802545790192,False,89.999999982
_AJN8409.NEF,NIKON,1250,0.125,18.01977753781531,14.590190814388798,19.13932462856673,0.2528511924973888,0.6634801052399237,0.6635928663631,False,120.0
_AJN8410.NEF,NIKON,1250,0.1,17.617750240885993,15.247591727119229,19.199270400148915,0.2356022940514272,0.544669808826641,0.6012289579096749,False,150.0
